event_id,timestamp,clip_id,zone,behavior_class,policy_rule_ref,event_description,severity,escalation_action,frame_number,created_at
03f182b5-2c4e-4efd-b3e8-be69fdc6debb,2026-06-23T01:06:23.925270,2_tr92.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 82.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,87,2026-06-22 20:06:23
d2ffe7bb-590f-48da-bd91-8408d7fd0d46,2026-06-23T01:06:23.904918,2_tr91.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,87,2026-06-22 20:06:23
5b407d68-dc88-40c4-9853-f830fb3c43a1,2026-06-23T01:06:23.883099,2_tr9.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:23
e3f5c215-e395-47bf-814c-eebd6918789c,2026-06-23T01:06:23.859950,2_tr88.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 82.4%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,86,2026-06-22 20:06:23
1128349c-b71e-4383-b891-729f17b7fe7a,2026-06-23T01:06:23.839465,2_tr87.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 90.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,86,2026-06-22 20:06:23
d88deb1b-d314-49a0-9b7e-e6b500e57787,2026-06-23T01:06:23.822978,2_tr85.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 9/10 frames agreeing (avg confidence: 62.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,86,2026-06-22 20:06:23
b8e8bfa5-dd83-49b2-a6d0-46d70deba51e,2026-06-23T01:06:23.782293,2_tr84.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 80.4%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,77,2026-06-22 20:06:23
056b0ef8-4559-4e95-905f-468ea82cca79,2026-06-23T01:06:23.768254,2_tr83.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.8%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
a9c82f12-9954-4dce-b07d-291493083120,2026-06-23T01:06:23.754796,2_tr82.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 72.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
0cbab420-078a-4f01-8cd9-5cf44750847b,2026-06-23T01:06:23.743137,2_tr81.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 77.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
3e4729d2-e66b-46dc-ad37-3f0eed02017d,2026-06-23T01:06:23.729612,2_tr80.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 73.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
87bc8210-3d2d-4aaa-bd37-301c44343c75,2026-06-23T01:06:23.713349,2_tr8.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 87.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:23
a90ee9eb-a4ae-411d-b34c-9b66e87d03e4,2026-06-23T01:06:23.691050,2_tr79.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 85.4%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
c4c2fc04-0b08-41ed-8836-b8db401c5fb7,2026-06-23T01:06:23.669394,2_tr78.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 81.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
1b3de0e4-804f-448e-a30c-e5dc13de9c9c,2026-06-23T01:06:23.645875,2_tr77.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 9/10 frames agreeing (avg confidence: 69.9%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
0f4dcb0c-b341-40a0-a083-fd7649ecd137,2026-06-23T01:06:23.628010,2_tr76.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 77.2%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
34c837c0-70ac-41bb-9829-f7a39da6fd54,2026-06-23T01:06:23.610908,2_tr75.mp4,Equipment Zone,Unauthorized Intervention,Section 4.3.2,Video classified as 'Unauthorized Intervention' with 10/10 frames agreeing (avg confidence: 60.9%). Policy reference: Section 4.3.2.,CRITICAL,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
398153f3-b1fe-469d-9ff3-34e9df439038,2026-06-23T01:06:23.594182,2_tr74.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
96077c42-f007-4e05-8d0d-c0dd4c170a6f,2026-06-23T01:06:23.580718,2_tr73.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 82.4%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
f88f8878-aff9-4a0e-8a68-76ba303a9741,2026-06-23T01:06:23.571068,2_tr72.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 73.0%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
309f301f-a06f-466d-9ee7-0ba49c7f19b8,2026-06-23T01:06:23.560030,2_tr71.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 72.4%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
19076b6e-c705-4343-9632-e321cd012172,2026-06-23T01:06:23.547276,2_tr70.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 83.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
0f8936cb-4ecf-4d3d-af71-6283ce273e4b,2026-06-23T01:06:23.535641,2_tr7.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 89.1%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:23
86e5467a-cef7-4098-acfe-20034a3175fa,2026-06-23T01:06:23.524583,2_tr69.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 80.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
5f7407bc-1037-4e93-b79c-4f00704715ce,2026-06-23T01:06:23.510929,2_tr68.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 80.8%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
9e751f86-21b9-4fe6-b014-84b9bbd7a3fc,2026-06-23T01:06:23.494771,2_tr67.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 80.9%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,75,2026-06-22 20:06:23
fe9a82cc-5331-4a50-8a1d-413d42e65356,2026-06-23T01:06:23.474234,2_tr66.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 82.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
1627619f-5f41-455d-94c7-9fc78c586054,2026-06-23T01:06:23.451056,2_tr65.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 89.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
23a0eee5-3393-4a7d-8c50-9bc102f74068,2026-06-23T01:06:23.429761,2_tr64.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.2%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
bd853e1b-07a0-42bd-8d1a-3e7105d469a1,2026-06-23T01:06:23.408857,2_tr63.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 61.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
5fd17579-6589-4cfa-9de0-a78a0692c357,2026-06-23T01:06:23.390916,2_tr62.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 78.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
b37f8266-5224-4338-a0b5-94a9b428c19d,2026-06-23T01:06:23.375876,2_tr61.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 82.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
36e106c2-0eed-4f58-86b2-7a7d937d7287,2026-06-23T01:06:23.366507,2_tr60.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 87.8%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
63b98097-acb2-43ef-9d6d-e068693d3b67,2026-06-23T01:06:23.357700,2_tr6.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 78.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,44,2026-06-22 20:06:23
5d61bde4-8048-474c-9394-98f8fb77578b,2026-06-23T01:06:23.346809,2_tr59.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 83.1%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
dcb36cb3-bb4f-4636-a317-81309a1aada5,2026-06-23T01:06:23.337549,2_tr58.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 85.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
f1c382e3-962d-474e-8828-a91a3fa1682a,2026-06-23T01:06:23.327688,2_tr57.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 85.2%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
21541e31-7499-4982-8fd7-39517e9dd927,2026-06-23T01:06:23.316115,2_tr56.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 85.4%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
4980bd31-1f56-4ad2-85e7-b817224eac1d,2026-06-23T01:06:23.300074,2_tr55.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 83.0%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
7afa46c3-ca5f-4e7d-be5b-ccca86fc878b,2026-06-23T01:06:23.280789,2_tr54.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 91.2%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
2890fa15-171d-42f2-995a-c3a86911eb11,2026-06-23T01:06:23.260960,2_tr53.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
0a19e84f-c735-4dc7-8764-0d0bdffa0302,2026-06-23T01:06:23.240442,2_tr52.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 81.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
fa32ba27-4065-4497-8129-3747badfc04b,2026-06-23T01:06:23.219845,2_tr51.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 9/10 frames agreeing (avg confidence: 69.9%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
94193b3b-833a-40bf-8163-a8809fe38e3c,2026-06-23T01:06:23.191428,2_tr50.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 76.8%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
06f29ebb-5150-4463-9b33-06cf6964cdb4,2026-06-23T01:06:23.162614,2_tr49.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 77.8%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
4ae4f429-2363-452d-a2af-1cfd52a45d1b,2026-06-23T01:06:23.145941,2_tr48.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 76.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,63,2026-06-22 20:06:23
f31023df-7341-44ba-8c4c-e89dcb217f91,2026-06-23T01:06:23.136238,2_tr45.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 90.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
b7fcf068-b326-41f2-a6c0-3a451b353c6f,2026-06-23T01:06:23.126640,2_tr44.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 85.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
8280f655-a43e-4889-9b04-9125d6d7d838,2026-06-23T01:06:23.115247,2_tr43.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 78.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
e81f5b74-df5c-41a9-bc5b-e9391ad8ace9,2026-06-23T01:06:23.105736,2_tr42.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 8/10 frames agreeing (avg confidence: 65.8%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
e3c4ff97-2d81-48c9-92cd-cf1da1579930,2026-06-23T01:06:23.095939,2_tr41.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 71.1%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
9e481628-105c-478e-ba2a-67acd16fc08c,2026-06-23T01:06:23.085706,2_tr40.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 88.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
60590720-b3f2-46e9-a0e9-40cd0b663784,2026-06-23T01:06:23.075849,2_tr4.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 87.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,38,2026-06-22 20:06:23
1ec4ec83-cb4b-438b-af46-b6212a8c1257,2026-06-23T01:06:23.058796,2_tr39.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 87.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
e9ec8296-34f6-44d5-9afb-1987e01d2cd4,2026-06-23T01:06:23.038342,2_tr38.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 89.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
45399dcc-9ec8-476e-91dc-3d5d6525a3b4,2026-06-23T01:06:23.018476,2_tr37.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 89.2%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
1733b6f2-0443-4a9b-9e18-af7f319dca13,2026-06-23T01:06:23.000072,2_tr36.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 84.0%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:23
1476db57-5eb5-472f-8fd9-8b6bd1d9530f,2026-06-23T01:06:22.978880,2_tr35.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 82.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:22
e6e4aed4-ea7d-43cd-a444-cf3f7ca25629,2026-06-23T01:06:22.961946,2_tr34.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 69.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:22
e298d941-d6e0-45cf-b2c3-8214ac190dd7,2026-06-23T01:06:22.946560,2_tr33.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 77.3%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,62,2026-06-22 20:06:22
dee050fd-805a-4bc6-80f8-863658d3614d,2026-06-23T01:06:22.933200,2_tr32.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 90.1%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
76d9cf3c-d7b9-4879-9c94-e47ec5dc46cf,2026-06-23T01:06:22.920915,2_tr31.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 85.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
1404e3d2-3f0c-4cfa-933a-f7d66e7ed738,2026-06-23T01:06:22.910500,2_tr30.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 89.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
81fda894-0d18-4c54-b7a0-1e1233c43090,2026-06-23T01:06:22.897858,2_tr3.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.9%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,38,2026-06-22 20:06:22
30faa7f6-58c0-4282-a482-8237defb9371,2026-06-23T01:06:22.886733,2_tr29.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 62.9%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
b9fc99a0-3719-4efa-9be6-df1d6d7ef426,2026-06-23T01:06:22.869789,2_tr28.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 82.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
a4467e42-3406-4bf4-90b8-d01668ce5d58,2026-06-23T01:06:22.844865,2_tr27.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 83.4%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
be749737-72ca-4b03-8517-6cb34c516ec3,2026-06-23T01:06:22.822158,2_tr26.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 89.4%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
295c0c82-5495-4081-bc80-c2de4000efbf,2026-06-23T01:06:22.793277,2_tr25.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 90.9%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
da2de837-cefa-4b91-a959-41c8b557ba21,2026-06-23T01:06:22.773795,2_tr24.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 89.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
a448a9bf-5319-4dd0-9011-5ad079dff261,2026-06-23T01:06:22.757538,2_tr23.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 88.5%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
624740fb-6725-4077-9ca1-2295526adaa1,2026-06-23T01:06:22.741107,2_tr22.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 87.0%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
4f894376-bc60-44de-83c5-e0ec0a302ddb,2026-06-23T01:06:22.723754,2_tr21.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 77.2%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
b0a666a3-11d9-41cd-89a1-f7c2478d2a8b,2026-06-23T01:06:22.706566,2_tr20.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 85.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
9f82bd9e-220f-4108-be1d-9168cb38a186,2026-06-23T01:06:22.689574,2_tr2.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 74.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,37,2026-06-22 20:06:22
213bafbc-2e5f-4a88-bbf4-374a4675d579,2026-06-23T01:06:22.667512,2_tr19.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 86.1%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
a9f91c8d-0546-49de-ad42-3ea1f3e6da69,2026-06-23T01:06:22.644917,2_tr18.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 87.7%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
7ae0e4ea-7c7a-4f65-b543-9ea05becec7a,2026-06-23T01:06:22.624278,2_tr17.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 80.1%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
a663d07b-dda0-4673-bf80-127dbbdf685f,2026-06-23T01:06:22.603163,2_tr16.mp4,Electrical Panel Zone,Opened Panel Cover,Section 5.2.2,Video classified as 'Opened Panel Cover' with 10/10 frames agreeing (avg confidence: 81.6%). Policy reference: Section 5.2.2.,HIGH,Real-time alert triggered + DB log,50,2026-06-22 20:06:22
